Other,English
Angla lingvo,English
Angla lingvo,English language
Francio,France
Francio,French Republic
Gb,United Kingdom
Gb,UK
Gb,U.K.
Gb,Britain
Gb,United Kingdom of Great Britain and Northern Ireland
Gb,Great Britain
Germana lingvo,German
Germana lingvo,High German
Germana lingvo,German language
Germanio,Germany
Germanio,Federal Republic of Germany
Germanio,Deutschland
Germanio,FRG
Hindia lingvo,Hindi
Hindio,India
Hindio,Republic of India
Hindio,Bharat
Hispanujo,Spain
Hispanujo,Kingdom of Spain
Hispanujo,Espana
Italio,Italy
Italio,Italian Republic
Italio,Italia
Japanio,Japan
Japanio,Nippon
Japanio,Nihon
Tero,Earth
Tero,earth
Tero,world
Tero,globe
Usono,United States
Usono,United States of America
Usono,America
Usono,the States
Usono,US
Usono,U.S.
Usono,USA
Usono,U.S.A.
abelo,bee
abrikoto,apricot
acida pluvo,acid rain
acida pluvo,acid precipitation
acido,acid
adicio,addition
adicio,summation
adicio,plus
administri,manage
administri,deal
administri,care
administri,handle
adreso,address
aero,air
aerodromo,airport
aerodromo,airdrome
aerodromo,aerodrome
aerodromo,drome
aeroplano,plane
aeroplano,airplane
aeroplano,aeroplane
afranko,stamp
afranko,postage
afranko,postage stamp
agi,act
agi,move
ago,activity
ago,action
ago,activeness
ajlo,garlic
ajlo,ail
ajna,any
ajna,whatever
ajna,whatsoever
ajxo,thing
akcepti,accept
akcepti,take
akcepti,have
akcidento,accident
akcio,share
akiri,get
akiri,acquire
akra,sharp
akra,acuate
akra,acute
akra,needlelike
aktorino,actress
aktoro,actor
aktoro,histrion
aktoro,player
aktoro,thespian
aktoro,role player
akuzi,accuse
akuzi,charge
akuzo,complaint
akuzo,charge
akvo,water
akvo,H2O
al,to
aldoni,add
aldoni,add together
aldono,addition
aldono,add-on
aldono,improver
alia,another
alia,some other
alia,different
alia,other
alporti,bring
alporti,convey
alporti,take
alta,tall
alteco,height
alteco,altitude
alternativo,option
alternativo,alternative
alternativo,choice
alumeto,match
alumeto,lucifer
alumeto,friction match
alveni,arrive
alveni,make it
alveni,get in
alveni,go far
alvoki,call
alvoki,telephone
alvoki,call up
alvoki,phone
alvoki,ring
amara,bitter
ambaux,both
ami,love
amika,friendly
amiko,friend
amisto,boyfriend
amisto,fellow
amisto,beau
amisto,swain
amisto,young man
amplekso,range
amplekso,scope
amplekso,reach
amplekso,orbit
amplekso,compass
amplekso,ambit
ananaso,pineapple
ananaso,ananas
angulo,angle
animala,animal
animala,animate being
animala,beast
animala,brute
animala,creature
animala,fauna
ankaŭ,too
ankaŭ,besides
ankaŭ,also
ankaŭ,likewise
ankaŭ,as well
ankoraux,still
anonci,announce
anonci,denote
anso,handle
anso,grip
anso,handgrip
anso,hold
antaux,before
antaux,ahead
antaux,in front
antaux,before
antaux,earlier
antauxa,front
antauxajxo,front
antauxajxo,front end
antauxajxo,forepart
antauxcxambro,hall
antauxcxambro,anteroom
antauxcxambro,antechamber
antauxcxambro,entrance hall
antauxcxambro,foyer
antauxcxambro,lobby
antauxcxambro,vestibule
antauxen,forward
antauxen,forwards
antauxen,frontward
antauxen,frontwards
antauxen,forrad
antauxen,forrard
antaŭ,of
aparato,machine
aparta,separate
apartamento,flat
apartamento,apartment
apogo,support
aprilo,April
aprilo,Apr
aprobo,approval
aprobo,blessing
aprobo,approving
apud,beside
apuda,next
apuda,adjacent
apuda,side by side
arbaro,forest
arbaro,wood
arbaro,woods
arbo,tree
argumento,argument
argumento,statement
armas,love
armee,army
armee,regular army
armee,ground forces
armitaj fortoj,military
artisto,artist
artisto,creative person
arto,art
arto,fine art
arĝento,silver
arĝento,Ag
arĝento,atomic number 47
ascendo,rise
ascendo,rising
ascendo,ascent
ascendo,ascension
asekuro,insurance
aserto,statement
aspekti,look
aspekti,appear
aspekti,seem
astro,star
ataki,attack
ataki,assail
ataki,assault
ataki,set on
atako,attack
atako,onslaught
atako,onset
atako,onrush
atendi,expect
atendi,look
atendi,await
atendi,wait
atento,attention
atento,attending
atingi,achieve
atingi,accomplish
atingi,attain
atingi,reach
atingodistanco,reach
atingodistanco,range
atmosfero,atmosphere
atmosfero,air
atributo,feature
atributo,characteristic
augusto,August
augusto,Aug
auxdi,hear
avantagxo,advantage
avantagxo,vantage
avo,grandfather
avo,gramps
avo,granddad
avo,grandad
avo,granddaddy
avo,grandpa
aĉeti,buy
aĉeti,purchase
aĝo,age
aĵo,matter
aĵo,affair
aĵo,thing
aŭ,or
aŭdi,listen
aŭdi,hear
aŭdi,take heed
aŭtobuso,bus
aŭtobuso,autobus
aŭtobuso,coach
aŭtobuso,charabanc
aŭtobuso,double-decker
aŭtobuso,jitney
aŭtobuso,motorbus
aŭtobuso,motorcoach
aŭtobuso,omnibus
aŭtobuso,passenger vehicle
aŭtomata,automatic
aŭtomobilo,car
aŭtomobilo,auto
aŭtomobilo,automobile
aŭtomobilo,machine
aŭtomobilo,motorcar
aŭtoritato,authority
aŭtoritato,authorization
aŭtoritato,authorisation
aŭtoritato,potency
aŭtoritato,dominance
aŭtoritato,say-so
aŭtuno,autumn
aŭtuno,fall
bagatela,little
bagatela,fiddling
bagatela,footling
bagatela,lilliputian
bagatela,niggling
bagatela,piddling
bagatela,piffling
bagatela,petty
bagatela,picayune
bagatela,trivial
baldaux,soon
baldaux,shortly
baldaux,presently
baldaux,before long
banano,banana
banejo,bathroom
banejo,bath
banko,bank
banko,depository financial institution
banko,banking concern
banko,banking company
barbara,cruel
barbara,barbarous
barbara,brutal
barbara,fell
barbara,roughshod
barbara,savage
barbara,vicious
basbalo,baseball
basbalo,baseball game
bastono,staff
bastono,stick
batalado,fight
batalado,fighting
batalado,combat
batalado,scrap
batali,fight
batali,contend
batali,struggle
bato,hit
bato,hitting
bato,striking
baza,basic
bazaro,market
bazaro,marketplace
bazaro,market place
bazo,base
bazo,base of operations
beko,beak
beko,bill
beko,neb
beko,nib
beko,pecker
bela,beautiful
bezono,demand
bezono,need
biblioteko,library
biciklo,bike
biciklo,bicycle
biciklo,wheel
biciklo,cycle
biero,beer
bildo,picture
bildo,image
bildo,icon
bildo,ikon
bileto,ticket
biologio,biology
biologio,biological science
birdo,bird
blanka,white
blua,blue
blua,bluish
blua,blueish
boltingo,nut
bona,good
bonan tagon,good day
bonan ŝancon,good luck
bone,well
bone,good
bonega,excellent
bonega,first-class
bonega,fantabulous
bonega,splendid
bonŝanca,lucky
bordo,bank
botelo,bottle
boto,boot
bovino,cow
bovino,moo-cow
brako,arm
brancxo,branch
brasiko,cabbage
brasiko,chou
bretaro,shelf
briko,brick
broso,brush
bruna,brown
bruna,brownish
bruna,chocolate-brown
bruna,dark-brown
bruo,noise
bruo,dissonance
bruo,racket
brusto,chest
brusto,breast
brusto,chest
brusto,thorax
brusto,pectus
bulko,sandwich
butero,butter
butono,button
butono,push button
butono,push
buŝo,mouth
buŝo,oral cavity
buŝo,oral fissure
buŝo,rima oris
celo,finish
celo,goal
celo,destination
cent,hundred
cent,one hundred
cent,100
cent,c
centra,central
centro,center
centro,centre
centro,midpoint
cepo,onion
cepo,onion plant
cepo,Allium cepa
cerbo,brain
cerbo,encephalon
certa,certain
certa,sure
certe,surely
certe,certainly
certe,sure
certe,for sure
certe,for certain
certe,sure enough
certe,sure as shooting
cielo,sky
cirkla,round
cirkla,circular
citrono,lemon
cxar,for
cxeko,check
cxeko,bank check
cxeko,cheque
cxevalo,horse
cxevalo,Equus caballus
cxio,all
cxio,everything
cxirkaux,about
cxirkaux,around
cxirkauxajxo,environment
cxirkauxajxo,environs
cxirkauxajxo,surroundings
cxirkauxajxo,surround
cxiu,each
cxiu,every
damagxo,damage
damagxo,harm
damagxo,impairment
danci,dance
danci,trip the light fantastic
danci,trip the light fantastic toe
dankegon,thank you very much
danki,thank
danki,give thanks
danĝera,dangerous
danĝera,unsafe
danĝero,danger
dato,date
dato,day of the month
datumoj,data
datumoj,information
dauxrigi,continue
dauxrigi,go on
dauxrigi,proceed
dauxrigi,go along
dauxrigi,keep
decembro,December
decembro,Dec
decidi,decide
decidi,make up one's mind
decidi,determine
decido,decision
decido,determination
decido,conclusion
defendo,defense
defendo,defence
defendo,defense force
defendo,defence force
dek,ten
dek,10
dek,x
dek unu,eleven
dek unu,11
dek unu,xi
dekoro,decoration
dekoro,ornament
dekoro,ornamentation
dekstra,right
delikata,delicate
demando,question
demando,inquiry
demando,enquiry
demando,query
demando,interrogation
dento,tooth
desegni,trace
desegni,draw
desegni,line
desegni,describe
desegni,delineate
detalo,detail
detalo,particular
detalo,item
detruo,destruction
detruo,devastation
devo,duty
deziri,wish
deziro,wish
deziro,wishing
deziro,want
diferenca,different
diferenca,unlike
diferenca,dissimilar
diferenco,difference
dika,fat
dikfingro,thumb
dikfingro,pollex
dimancxo,Sunday
dimancxo,Lord's Day
dimancxo,Dominicus
dimancxo,Sun
direkto,direction
direktoro,director
direktoro,manager
direktoro,managing director
diri,say
diri,tell
diri,state
disciplino,discipline
disciplino,subject
disciplino,subject area
disciplino,subject field
disciplino,field
disciplino,field of study
disciplino,study
disciplino,bailiwick
diskuti,discuss
diskuti,hash out
diskuti,talk over
diskuto,discussion
