English,Other
the,the
of,-n
and,ja
and,niin
and,ynnä
and,plus
and,jos
and,vaikka
and,vaikkakin
and,-ko
and,pikemminkin
although,vaikka
although,siitä huolimatta että
suppose,jos
suppose,mitä jos
suppose,ajattele jos
suppose,entä jos
suppose,olettaa
suppose,luulla
suppose,uskoa
suppose,arvella
suppose,edellyttää
supposing,jos
supposing,mitä jos
supposing,ajattele jos
supposing,entä jos
if,jos
if,vaikka
if,vaikkakin
if,-ko
if,pikemminkin
if,joskin
granting that,vaikkakin
when,jos
when,jos
when,vaikka
when,vaikka
when,milloin
when,milloin
when,silloin kun
when,silloin kun
when,koska
when,koska
when,kun
when,jolloin
when,jolloin
when,sitten kun
when,sitten kun
when,kun kerran
when,kun kerran
when,jahka
granted that,vaikkakin
rather,pikemminkin
rather,melko
rather,mieluummin
rather,pikemmin
rather,aika
rather,jokseenkin
rather,paremminkin
rather,vähän
rather,jonkin verran
rather,melkein
rather,melkeinpä
albeit,vaikka
albeit,vaikkakin
whether,-ko
though,vaikka
though,vaikkakin
though,joskin
though,kuitenkin
though,kuitenkaan
though,silti
though,siitä huolimatta
while,vaikka
while,sillä aikaa kun
while,kun taas
while,samalla kun
while,aika
while,hetki
while,tovi
while,kotva
plus,ja
plus,ynnä
plus,ynnä
plus,plus
plus,plus
plus,ja lisäksi
plus,ja lisäksi
plus,plus-
plus,positiivinen
plus,plussa
plus,etu
plus,plusmerkki
plus,ansio
together with,ja
together with,sekä
together with,yhdessä jnk kanssa
so,niin
so,niin
so,siksi
so,niin kovasti
so,niin kovasti
so,niin paljon
so,niin paljon
so,noin
so,noin
so,joten
so,hyvin
so,kovin
so,kovin
so,näin
so,näin
so,siten
so,siis
so,-kseen
so,-kseen
so,ja niinpä
so,jotta
so,niin että
so,niinpä
so,siispä
so,no niin
such,niin
such,niin
such,niin
such,sentapainen
such,senkaltainen
such,moinen
such,muu sellainen
such,muu sellainen
such,muu sellainen
such,sellainen
such,sen sellainen
such,sen sellainen
such,sen sellainen
such,se ja se
such,se ja se
such,se ja se
as,niin
as,vaikka
as,kuten
as,kuten
as,yhtä
as,kuin
as,niin kuin
as,niin kuin
as,kuten esimerkiksi
as,koska
as,kun
as,samalla kun
as,-na
as,juuri kun
as,-ssa
then,niin
then,sen jälkeen
then,siinä tapauksessa
then,siis
then,silloin
then,sitten
then,myös
then,sitä paitsi
then,silloinen
that,niin
that,noin
that,jolloin
that,jotta
that,niin että
that,se
that,että
that,joka
that,jotka
that,tuo
that,mikä
that,mitkä
that's how,niin
that's how,näin
whilst,vaikka
whilst,sillä aikaa kun
whilst,kun taas
whilst,samalla kun
even if,vaikka
even if,vaikkakin
even though,vaikka
even though,siitä huolimatta että
how long,-ko
presume,olettaa
presume,edellyttää
presume,juljeta
presume,tohtia
presume,otaksua
presume,rohjeta
presume,olla röyhkeä
think,luulla
think,uskoa
think,arvella
think,ajatella
think,muistaa
think,olla jtk mieltä
think,ymmärtää
think,miettiä
think,meinata
think,pitää jnak
think,käsittää
think,saada päähänsä
think,aprikoida
imagine,luulla
imagine,ajatella
imagine,kuvitella
imagine,luulotella
provide,edellyttää
provide,hankkia
provide,huolehtia jstk
provide,säätää
provide,toimittaa
trust,uskoa
trust,toivoa
trust,luottaa jhk
trust,antaa käyttää
trust,luottaa jkhun
trust,sallia jklle
trust,luottamus
trust,usko
trust,trusti
trust,säätiö
trust,rahasto
trust,huolto
trust,varat
trust,holhous
trust,turva
trust,toivo
trust,hallinta
trust,hoito
trust,omaisuus
trust,yhdistys
believe in,uskoa
believe in,luottaa jhk
imply,edellyttää
imply,sisältää itsessään
imply,antaa ymmärtää
imply,merkitä
imply,viitata jhk
imply,vihjata
opine,arvella
believe,luulla
believe,uskoa
believe,arvella
believe,olla uskovainen
expect,olettaa
expect,luulla
expect,arvella
expect,edellyttää
expect,odottaa
expect,ajatella
expect,odottaa lasta
expect,uskoa saavansa
expect,aikoa tehdä
necessitate,edellyttää
necessitate,vaatia
necessitate,tehdä välttämättömäksi
necessitate,pakottaa
reckon,luulla
reckon,arvella
reckon,odottaa
reckon,laskea
reckon,olla jtk mieltä
reckon,jksta tuntuu että
reckon,aikoa tehdä
guess,luulla
guess,arvella
guess,arvailla
guess,arvata
guess,arvaus
take,olettaa
take,viedä
take,ottaa
take,vaatia
take,käyttää
take,kestää
take,ymmärtää
take,tarvita
take,käsittää
take,hyväksyä
take,vallata
take,valloittaa
take,ottaa mukaansa
take,kuluttaa
take,kääntyä
take,sietää
take,ottaa kiinni
take,maksaa
take,omia
take,käyttää jtk
take,vuokrata
take,tarttua jhk
take,suhtautua jhk
take,mennä jllak
take,matkustaa jllak
take,tilata
take,otto
take,otos
take,saalis
take,tulot
take,kuvauskerta
take,voitto
entrust,uskoa
suspect,luulla
suspect,ounastella
suspect,pelätä
suspect,pitää mahdollisena
suspect,epäillä
suspect,epäillä syylliseksi
suspect,suhtautua epäluuloisesti jhk
suspect,epäilty
suspect,epäilyttävä
suspect,kyseenalainen
require,edellyttää
require,vaatia
require,olla jnk tarpeessa
require,tarvita
require,kaivata
assume,olettaa
assume,otaksua
assume,ottaa
assume,omaksua
assume,anastaa
assume,teeskennellä jtk
postulate,olettaa
postulate,edellyttää
postulate,olettamus
demand,edellyttää
demand,vaatia
demand,tingata
demand,pyytää
demand,kysyntä
demand,tarve
demand,vaatimus
seeing,koska
as long as,koska
as long as,niin kauan kuin
as long as,kunhan vain
since,sen jälkeen
since,sitten
since,koska
since,kun
since,siitä saakka
since,siitä lähtien
since,siitä lähtien kun
since,sittemmin
since,sen jälkeen kun
since,siitä asti kun
since,saakka
since,lähtien
since,jälkeen
since,sillä välin
after,sitten kun
after,takana
after,sen jälkeen kun
after,jälkeen
after,jälkeen
after,myöhemmin
after,jäljessä
after,jäljessä
after,jälkeenpäin
after,perästä
after,taakse
after,kuluttua
after,perään
after,perässä
after,mukaan nimetty
after,jäljittelevä
after,myöhempi
after,seuraava
after,tuleva
after,perä-
