Other,English
1 (số),1 (number)
1 tháng 1,January 1
1 tháng 11,November 1
1 tháng 5,May 1
1 tháng 7,July 1
1 tháng 8,August 1
10 (số),10 (number)
100 (số),100 (number)
1000 (số),1000 (number)
11 (số),11 (number)
11 tháng 11,November 11
11 tháng 9,September 11
12 (số),12 (number)
12 tháng 10,October 12
12 tháng 2,February 12
13,13
13 (số),13 (number)
14 (số),14 (number)
14 tháng 2,February 14
14 tháng 4,April 14
14 tháng 6,June 14
15 (số),15 (number)
15 tháng 8,August 15
16 (số),16 (number)
17 (số),17 (number)
17 tháng 3,March 17
17 tháng 9,September 17
18 (số),18 (number)
19 (số),19 (number)
19 tháng 1,January 19
19 tháng 3,March 19
2 (số),2 (number)
2 tháng 11,November 2
2 tháng 2,February 2
2 tháng 3,March 2
20 (số),20 (number)
20 tháng 1,January 20
21 (số),21 (number)
21 tháng 6,June 21
22 (số),22 (number)
22 tháng 2,February 22
23 (số),23 (number)
23 tháng 6,June 23
24 (số),24 (number)
24 tháng 10,October 24
24 tháng 5,May 24
24 tháng 6,June 24
25 (số),25 (number)
25 tháng 3,March 25
26 (số),26 (number)
27 (số),27 (number)
28 (số),28 (number)
29 (số),29 (number)
29 tháng 2,February 29
29 tháng 6,June 29
29 tháng 9,September 29
3 (số),3 (number)
3 tháng 6,June 3
30 (số),30 (number)
31 (số),31 (number)
31 tháng 12,December 31
32 (số),32 (number)
33 (số),33 (number)
34 (số),34 (number)
35 (số),35 (number)
36 (số),36 (number)
37 (số),37 (number)
38 (số),38 (number)
39 (số),39 (number)
4 (số),4 (number)
4 tháng 7,July 4
40 (số),40 (number)
41 (số),41 (number)
42 (số),42 (number)
43 (số),43 (number)
45 (số),45 (number)
46 (số),46 (number)
49 (số),49 (number)
5 (số),5 (number)
5 tháng 11,November 5
50 (số),50 (number)
6 (số),6 (number)
6 tháng 1,January 6
6 tháng 8,August 6
60 (số),60 (number)
7 (số),7 (number)
8 (số),8 (number)
8 tháng 12,December 8
80 (số),80 (number)
9 (số),9 (number)
A,A
ABC,ABC
ADN,DNA
AIDS,AIDS
ASCII,American Standard Code for Information Interchange
ATM (giao thức),Asynchronous Transfer Mode
ATP,ATP
Aachen,Aachen
Aarhus,Aarhus
Abel Tasman,Abel Tasman
Abidjan,Abidjan
Abkhazia,Abkhazia
Abraham (Kinh Thánh),Abraham
Abraham Lincoln,Abraham Lincoln
Abu Dhabi,Abu Dhabi
Abuja,Abuja
Accra,Accra
Achilles (thần thoại),Achilles
Aconcagua,Aconcagua
Acre (bang),Acre (state)
Ada (ngôn ngữ lập trình),Ada (programming language)
Adam Smith,Adam Smith
Addis Ababa,Addis Ababa
Adelaide,Adelaide
Adenine,Adenine
Adenosine triphosphate,Adenosine triphosphate
Adolf Eichmann,Adolf Eichmann
Adolf Hitler,Adolf Hitler
Adrenaline,Epinephrine
Aeneas,Aeneas
Aeschylus,Aeschylus
Afghanistan,Afghanistan
Afrikaans,Afrikaans
Agatha Christie,Agatha Christie
Agon,Argon
Agra,Agra
Ai Cập,Egypt
Aikido,Aikido
Ain,Ain
Airbus,Airbus
Ajax,Ajax
Ajax (lập trình),Ajax (programming)
Akhenaton,Akhenaten
Al Gore,Al Gore
Al-Qaeda,Al-Qaeda
Alabama,Alabama
Alan Turing,Alan Turing
Alaska,Alaska
Albania,Albania
Albert Abraham Michelson,Albert Abraham Michelson
Albert Camus,Albert Camus
Albert Einstein,Albert Einstein
Albert Schweitzer,Albert Schweitzer
Alberta,Alberta
Album,Album
"Albuquerque, New Mexico",Albuquerque
Aldous Huxley,Aldous Huxley
Aleksandr Sergeyevich Pushkin,Alexander Pushkin
Alexander Fleming,Alexander Fleming
Alexander Graham Bell,Alexander Graham Bell
Alexander Hamilton,Alexander Hamilton
Alexandr Isayevich Solzhenitsyn,Aleksandr Solzhenitsyn
Alexandre Dumas,Alexandre Dumas
Alexandre Dumas con,Alexandre Dumas
Alexandros Đại đế,Alexander the Great
Alexis de Tocqueville,Alexis de Tocqueville
Alfred Hitchcock,Alfred Hitchcock
Alfred Nobel,Alfred Nobel
Alfred Đại đế,Alfred the Great
Algiers,Algiers
Algérie,Algeria
Allele,Allele
Allen Ginsberg,Allen Ginsberg
Allosaurus,Allosaurus
Almaty,Almaty
Alpha (chữ),Alpha (letter)
Alps,Alps
Alsace,Alsace
Amaterasu,Amaterasu
Amerigo Vespucci,Amerigo Vespucci
Amin,Amine
Amman,Amman
Amoniac,Ammonia
Ampe,Ampere
Ampe kế,Ammeter
Amsterdam,Amsterdam
Amur,Amur
"Anaheim, California",Anaheim
Anatole France,Anatole France
Ancaloit,Alkaloid
Anchorage,Anchorage
Andalucia,Andalusia
Andes,Andes
Andhra Pradesh,Andhra Pradesh
Andorra,Andorra
Andrei Dmitrievich Sakharov,Andrei Sakharov
Andrew Jackson,Andrew Jackson
Andrew Johnson,Andrew Johnson
Andy Warhol,Andy Warhol
Angola,Angola
Anguilla,Anguilla
Anh,England
Anh Tiên,Perseus (constellation)
Anh em nhà Marx,Marx Brothers
Anh giáo,Anglicanism
Anh hùng dân tộc,Hero
Anilin,Aniline
Ankan,Alkane
Ankara,Ankara
Anken,Alkene
Antalya,Antalya
Antananarivo,Antananarivo
Antigua và Barbuda,Antigua and Barbuda
Antille thuộc Hà Lan,Netherlands Antilles
Antimon,Antimony
Antofagasta,Antofagasta
Antoine Lavoisier,Antoine Lavoisier
Anton Pavlovich Chekhov,Anton Chekhov
Antonio Vivaldi,Antonio Vivaldi
Anđehyt,Aldehyde
Apache,Apache
Aphrodite (thần thoại),Aphrodite
Apollo (thần thoại),Apollo
Apollo (định hướng),Apollo (disambiguation)
Aquitaine,Aquitaine
Aragon,Aragon
Archaeopteryx,Archaeopteryx
Archimedes,Archimedes
Argentina,Argentina
Aristoteles,Aristotle
Arizona,Arizona
Arkansas,Arkansas
Arles,Arles
Armenia,Armenia
Arras,Arras
Artemis (thần thoại),Artemis
Arthur Conan Doyle,Arthur Conan Doyle
Arthur Rimbaud,Arthur Rimbaud
Arthur Schopenhauer,Arthur Schopenhauer
"Arthur Wellesley, Công tước thứ nhất của Wellington",Arthur Wellesley
Aruba,Aruba
Asen,Arsenic
Asgard (thần thoại),Asgard
Asmara,Asmara
Aspirin,Aspirin
Assam,Assam
Assyria,Assyria
Astana,Astana
Astatin,Astatine
Athena,Athens
Athena (thần thoại),Athena
Atisô,Globe artichoke
"Atlanta, Georgia",Atlanta
Atlantis,Atlantis
Au,Au
Auckland,Auckland
Auguste Comte,Auguste Comte
Augustine thành Hippo,Augustine of Hippo
Augustus,Augustus
"Austin, Texas",Austin
Australasia,Australasia
Auvergne,Auvergne (region)
Averroes,Averroes
Avignon,Avignon
Axit nitric,Nitric acid
Axít,Acid
Axít amin,Amino acid
Axít axetic,Acetic acid
Axít cacboxylic,Carboxylic acid
Axít clohiđric,Hydrochloric acid
Axít folic,Folic acid
Axít formic,Formic acid
Axít nucleic,Nucleic acid
Axít phốtphoric,Phosphoric acid
Axít sulfuric,Sulfuric acid
Ayn Rand,Ayn Rand
Azerbaijan,Azerbaijan
Azores,Azores
Azurit,Azurite
B,B
BASIC,BASIC
