English,Other
intensify,* kucinisa
passageway,", umhubhe"
adapter,-adaptha
adaptor,-adaptha
arguments,-agumenti
detachable,-ahlukanisekayo
ajax,-ajax
aquila,-akhwila
antarctic,-antarctic
anthrax,-anthrax
armenian,-armenian
original,-asekuqaleni
marginal,-asemphethweni
oriental,-asempumalanga
wild,-asendle
wilder,-asendle
northern,-asenyakatho
bitterer,-babayo
bitterest,-babayo
instrumental,-bangayo
roomiest,-banzi
bad,-bi
badder,-bi
baddest,-bi
nastier,-bi
nastiest,-bi
uglier,-bi emehlweni
ugliest,-bi emehlweni
ugly,-bi emehlweni
rottener,-bolile
red,-bomvu
reddest,-bomvu
fainter,-bonakala kalufifi
bootes,-bootes
braille,-braille
broadband,-broadband
sore,-buhlungu
sorer,-buhlungu
sorest,-buhlungu
handsome,-bukekayo
handsomer,-bukekayo
sharpest,-bukhali
smart,-bukhali
smooth,-bushelezi
islamic,-busulumale
blunt,-buthuntu
blunter,-buthuntu
bluntest,-buthuntu
stomp,-buthuntu
californian,-california
imaginary,-catshangiwe yinhliziyo
ruder,-chwensayo
rudest,-chwensayo
cipro,-cipro
computed,-computer
slenderer,-cuthene
slenderest,-cuthene
shinier,-cwazimulayo
shiniest,-cwazimulayo
shiny,-cwazimulayo
drunker,-dakiwe
drunkest,-dakiwe
old,-dala
senior,-dala
creative,-dalayo
needier,-dingayo
neediest,-dingayo
circ,-dingilizi
playful,-dlalayo
sportier,-dlalayo
sportiest,-dlalayo
sporty,-dlalayo
extreme,-dlulele
costlier,-dulile
famous,-dumile
notorious,-dumile kabi
lonely,-dwa
ecosystem,-ecosystem
handier,-eduze
handiest,-eduze
ephah,-efa
ephesian,-efesu
ephesus,-efesu
eff,-eff
ephraim,-efrayimi
golden,-egolide
steeper,-ehla kakhulu
axis,-eksisi eqonde ngqo
secondary,-elekayo
happy,-eneme
executive,-enza
weirder,-ethusayo
ceramic,-ezitsha zobumba
universal,-ezwe lonke
worthier,-fanele
worthiest,-fanele
fiberglass,-fiberglass
fibreglass,-fiberglass
dead,-fileyo
deader,-fileyo
deadest,-fileyo
curious,-fisayo ukwazi ngokwenzekayo
curiouser,-fisayo ukwazi ngokwenzekayo
curiousest,-fisayo ukwazi ngokwenzekayo
briefer,-fushane
briefest,-fushane
concisest,-fushane
choppier,-gagasayo
choppiest,-gagasayo
choppy,-gagasayo
washable,-gezekayo
goggles,-goggles
googles,-goggles
brilliant,-gqame kahlulu
bright,-gqamile
senile,-gugile
ill,-gulayo
iller,-gulayo
illest,-gulayo
sickest,-gulayo
variable,-guquguqukayo
evasive,-gwegwesayo
chronic,-gxilile
greedier,-hahayo
greediest,-hahayo
super,-hamba phambili
mobile,-hambelayo
musical,-hambisana nomculo
acute,-hlabayo
acutest,-hlabayo
alerter,-hlakaniphile
alertest,-hlakaniphile
cleverest,-hlakaniphile
united,-hlangene
allied,-hlangene ngesivumelwano
lovelier,-hle
lovely,-hle
pretty,-hle
best,-hle kakhulu
fantastic,-hle kakhulu
laughable,-hlekisayo
can,-ikani
caravan,-indlwana eyakhelwe amasondo
tress,-inqaba
issachar,-isakare
ishmael,-ishmayeli
muggier,-izulu elinesifudumezi
muggiest,-izulu elinesifudumezi
muggy,-izulu elinesifudumezi
deep,-julile
commonest,-jwayelekile
ony,-kago
slow,-kancane
baggier,-khukhumele
baggiest,-khukhumele
baggy,-khukhumele
massive,-khula kakhulu
